"ID";"Name";"Photo";"global_id";"AdmArea";"District";"Location";"RegistrationNumber";"State";"LocationType";"geodata_center";"geoarea";
"Локальный идентификатор";"Название объекта";"Фотография";"global_id";"Административный округ по адресу";"Район";"Месторасположение";"Государственный регистрационный знак";"Состояние регистрации";"Тип места расположения";"geodata_center";"geoarea";
"2314";"CAROUSEL 6,70";"0f583f97-9bb7-4b44-b37e-bfae615e4780";"1060205189";"Центральный административный округ";"район Арбат";"Г. МОСКВА, УЛ. НОВЫЙ АРБАТ, Д.13";"2308-77";"аттракцион зарегистрирован";"площадка";"";"";
"2315";"CAROUSEL DOUBLE STOREY 10MEH";"25fcdf31-d2c8-4a44-ab05-c3d7b6b26f2f";"1060205191";"Южный административный округ";"район Братеево";"Г. МОСКВА, КЛЮЧЕВАЯ УЛ., Д.22, К.1";"0189-77";"аттракцион зарегистрирован";"площадка";"";"";
"2316";"CAROUSEL DOUBLE STOREY 10MEH";"616723f1-7598-4063-9125-ee7527fa0eee";"1060205193";"Северо-Западный административный округ";"район Куркино";"КУРКИНО";"0190-77";"аттракцион зарегистрирован";"площадка";"";"";
"2317";"CAROUSEL DOUBLE STOREY 10MEH";"bfc98209-4d8d-4189-b396-64f30ce01a06";"1060205195";"Юго-Восточный административный округ";"район Марьино";"УЛ.ПЕРЕРВА";"0191-77";"аттракцион зарегистрирован";"площадка";"";"";
"2318";"CAROUSEL DOUBLE STOREY 10MEH";"0e718ea4-111b-4785-a537-653e2818eaaa";"1060205197";"Западный административный округ";"район Очаково-Матвеевское";"УЛ.МАТВЕЕВСКАЯ";"0192-77";"аттракцион зарегистрирован";"площадка";"";"";
"2319";"CAROUSEL DOUBLE STOREY 10MEH";"e5238df8-3d7c-4d9a-89df-a657ed48656e";"1060205199";"Восточный административный округ";"район Гольяново";"СКВЕР У ГОЛЬЯНОВСКОГО ПРУДА";"0295-77";"аттракцион зарегистрирован";"площадка";"";"";
"2320";"CAROUSEL DOUBLE DECK-PARK MODEL";"109c726e-fe9f-4b75-ad79-83a9e6339223";"1060205201";"Юго-Западный административный округ";"район Черёмушки";"Г. МОСКВА, ПРОФСОЮЗНАЯ УЛ., Д. 41";"0194-77";"аттракцион зарегистрирован";"площадка";"";"";
"2322";"CAROUSEL DOUBLE DECK-PARK MODEL";"b8a9cf6e-e973-4c57-9e8d-9cc482aac648";"1060205203";"Восточный административный округ";"район Новокосино";"Г. МОСКВА, ГОРОДЕЦКАЯ УЛ., Д. 10";"0195-77";"аттракцион зарегистрирован";"площадка";"";"";
"2323";"CAROUSEL DOUBLE STOREY 10ME";"321fe8b8-3570-4951-bd49-1b4149076bbd";"1060205205";"Юго-Восточный административный округ";"район Кузьминки";"Г. МОСКВА, ПЛОЩАДЬ СЛАВЫ";"0196-77";"аттракцион зарегистрирован";"площадка";"";"";
"2324";"CAROUSEL DOUBLE DECK-PARK MODEL";"90461a53-565d-4953-9419-f435d47bad91";"1060205208";"Юго-Западный административный округ";"район Северное Бутово";"Г. МОСКВА, БУЛЬВ. ДМИТРИЯ ДОНСКОГО, Д.11";"0197-77";"аттракцион зарегистрирован";"площадка";"";"";
"2325";"CAROUSEL DOUBLE STOREY 10ME";"47b77884-d4c5-4d15-aa03-dcf373b33e86";"1060205210";"Северо-Западный административный округ";"район Митино";"Г. МОСКВА, УЛ. МИТИНСКАЯ, Д.31";"0198-77";"аттракцион зарегистрирован";"площадка";"";"";
"2326";"CAROUSEL DOUBLE DECK-PARK MODEL";"d2401a9b-c70c-4884-b1bd-c2e6dd01efd3";"1060205212";"Новомосковский административный округ";"поселение ""Мосрентген""";"Г. МОСКВА, ОРЕХОВЫЙ Б-Р, Д.24, СТР.1";"0199-77";"аттракцион зарегистрирован";"площадка";"";"";
"2327";"CAROUSEL DOUBLE STOREY 10ME";"e772c89d-ad3d-4354-9380-8d32f7bfcbd7";"1060205214";"Восточный административный округ";"район Косино-Ухтомский";"Г. МОСКВА, УЛ.СВЯТООЗЕРСКАЯ, Д.1";"0200-77";"аттракцион зарегистрирован";"площадка";"";"";
"2332";"5D КИНОТЕАТР";"08e99d59-f43f-4645-b00c-e7619f13a46d";"1060205224";"Юго-Западный административный округ";"Обручевский район";"ГАУК Г.МОСКВЫ УСАДЬБА ВОРОНЦОВО";"0206-77";"аттракцион зарегистрирован";"парк";"";"";
"375";"ДИНАМИЧЕСКИЙ ЛЕТАЮЩИЙ ТЕАТР НА 39 МЕСТ";"0d62e466-d76a-4888-8015-ecf9ef3364ef";"1060227319";"Центральный административный округ";"Тверской район";"ГАУК Г. МОСКВЫ «ПАРК «ЗАРЯДЬЕ»";"0100-77";"аттракцион зарегистрирован";"парк";"";"";
"376";"POLO NORD";"78f27b11-1cc7-4240-9781-bace9a346ddb";"1060227320";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0101-77";"аттракцион зарегистрирован";"парк";"";"";
"379";"ТАНЦЕВАЛЬНЫЙ БАЛ";"b1a6ae65-8c14-42e3-8335-ba75e2b7106e";"1060227323";"Центральный административный округ";"район Якиманка";"ЦЕНТРАЛЬНЫЙ ПАРК КУЛЬТУРЫ И ОТДЫХА ИМЕНИ М. ГОРЬКОГО";"0104-77";"аттракцион зарегистрирован";"парк";"";"";
"380";"КАТАЛЬНАЯ ГОРА ЛОХНЕССКОЕ ЧУДОВИЩЕ";"ccc2980d-0256-4c64-a980-3669925d0b3f";"1060227324";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0105-77";"аттракцион зарегистрирован";"парк";"";"";
"381";"МИНИ-ДЖЕТ ПИРАТ";"0c4f15dc-5ba9-42ca-b2a9-42054394cf91";"1060227325";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0106-77";"аттракцион зарегистрирован";"парк";"";"";
"383";"ОСЬМИНОГ";"165d8ecf-0ec3-49e3-8e7a-f5d609ab4894";"1060227326";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0107-77";"аттракцион зарегистрирован";"парк";"";"";
"384";"ЦЕПОЧНАЯ КАРУСЕЛЬ";"c5494a83-7a16-4014-9eff-7b19a1287d3c";"1060227327";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0108-77";"аттракцион зарегистрирован";"парк";"";"";
"385";"ЛЕТАЮЩИЙ ДРАКОН";"9b2e5c31-4aa6-43a6-9d42-591c7c22e6eb";"1060227328";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0109-77";"аттракцион зарегистрирован";"парк";"";"";
"386";"КАЧЕЛИ ЛОДОЧКИ";"0f15c069-dd15-4948-ae96-cc21713b777c";"1060227329";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0110-77";"аттракцион зарегистрирован";"парк";"";"";
"387";"ВИРТУАЛЬНАЯ РЕАЛЬНОСТЬ БОИНГ";"187b6825-0923-4903-a43d-d6004e8a7ac8";"1060227330";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0111-77";"аттракцион зарегистрирован";"парк";"";"";
"388";"КАЧЕЛИ ВИКИНГ";"765fca91-3e7b-46ff-8621-3f4713d165c5";"1060227331";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0112-77";"аттракцион зарегистрирован";"парк";"";"";
"392";"КАРУСЕЛЬ SAFARI";"efbf4ced-8aae-40a1-873d-74839a8c1d59";"1060227335";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0117-77";"аттракцион зарегистрирован";"парк";"";"";
"394";"SPACE JET 6";"b35a8ece-593f-4b22-9846-d99da0bae63c";"1060227337";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0119-77";"аттракцион зарегистрирован";"парк";"";"";
"395";"КАРУСЕЛЬ КАЛИПСО";"29093616-17bb-4158-96cc-1dc7c847d358";"1060227338";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0120-77";"аттракцион зарегистрирован";"парк";"";"";
"396";"MINI JET 6";"cb992c4c-f9ef-4781-8eb3-0209f13f995e";"1060227339";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0121-77";"аттракцион зарегистрирован";"парк";"";"";
"397";"КАРУСЕЛЬ ЦЕПОЧНАЯ КЦ-1";"4e7b3c53-6b9b-4379-b9d9-f02aa548de5a";"1060227340";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0122-77";"аттракцион зарегистрирован";"парк";"";"";
"398";"CRAZY BUS";"b43043ca-89f4-4bbe-ac09-ccf3e3046ee7";"1060227341";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0123-77";"аттракцион зарегистрирован";"парк";"";"";
"399";"КОЛОБОК";"8ef8fddf-c46e-4be6-a39e-8f62e3b89f4d";"1060227342";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0124-77";"аттракцион зарегистрирован";"парк";"";"";
"400";"MAGIC BIKES 6";"6a088104-2f29-4690-9619-6f8cfdc043e5";"1060227941";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0125-77";"аттракцион зарегистрирован";"парк";"";"";
"401";"WORLD TRIP";"5c0de0a1-fd92-4685-a9f1-79e60a6645ec";"1060227942";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"0126-77";"аттракцион зарегистрирован";"парк";"";"";
"409";"ДЕТСКИЙ АВТОДРОМ";"60fe1651-c9dd-49c6-b072-fee234563e8d";"1060227950";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0134-77";"аттракцион зарегистрирован";"парк";"";"";
"410";"БОЛЬШОЙ АВТОДРОМ";"28bc4b31-c7a6-48eb-8c27-13449f331eec";"1060227951";"Северо-Западный административный округ";"район Северное Тушино";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СЕВЕРНОЕ ТУШИНО»";"0135-77";"аттракцион зарегистрирован";"парк";"";"";
"414";"МИНИ ДЖЕТ";"dd777880-783e-49f3-81b9-6854907e3732";"1060227955";"Южный административный округ";"район Нагатинский Затон";"УСАДЬБА «КОЛОМЕНСКОЕ»";"0139-77";"аттракцион зарегистрирован";"парк";"";"";
"415";"ДРАКОН";"5bf0a818-7899-4ad6-a2d2-283f3b2b36ef";"1060227956";"Южный административный округ";"район Нагатинский Затон";"УСАДЬБА «КОЛОМЕНСКОЕ»";"0140-77";"аттракцион зарегистрирован";"парк";"";"";
"416";"ЛАДЬЯ";"49e1c755-6f68-4ed2-96b4-cb756508cc23";"1060227957";"Южный административный округ";"район Нагатинский Затон";"УСАДЬБА «КОЛОМЕНСКОЕ»";"0141-77";"аттракцион зарегистрирован";"парк";"";"";
"418";"ЦЕПОЧНАЯ КАРУСЕЛЬ";"fdaa6ea3-feef-4d4e-b165-76e32b980413";"1060227959";"Южный административный округ";"район Нагатинский Затон";"УСАДЬБА «КОЛОМЕНСКОЕ»";"0143-77";"аттракцион зарегистрирован";"парк";"";"";
"420";"АВТОДРОМ";"6252c45e-2ad4-40c1-8e7d-b7c2f21d2c3d";"1060227961";"Южный административный округ";"район Нагатинский Затон";"УСАДЬБА «КОЛОМЕНСКОЕ»";"0145-77";"аттракцион зарегистрирован";"парк";"";"";
"421";"КОЛЕСО ОБОЗРЕНИЯ ВЫСОТОЙ 37 МЕТРОВ";"d7330fe4-7ddf-4e45-910e-76b83d559234";"1060227962";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0146-77";"аттракцион зарегистрирован";"парк";"";"";
"424";"ОРБИТА-420";"3a6fd046-0827-46e8-bf03-4b060e0754df";"1060227964";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0149-77";"аттракцион зарегистрирован";"парк";"";"";
"425";"АВТОДРОМ";"a708b7a4-a0f4-4709-94d6-b1302f7cba09";"1060227965";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0150-77";"аттракцион зарегистрирован";"парк";"";"";
"426";"СКАЗОЧНЫЙ ПОЕЗД";"6508f926-59db-43fe-bedd-2713278a9426";"1060227966";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0151-77";"аттракцион зарегистрирован";"парк";"";"";
"427";"ПИРАТ";"bf8a9e9c-c492-40d9-8aee-097c20233b3a";"1060227967";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0152-77";"регистрация аттракциона приостановлена";"парк";"";"";
"428";"МИНИ ДЖЕТ";"0c231739-3649-4300-9e1b-95abf5389064";"1060227968";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0153-77";"аттракцион зарегистрирован";"парк";"";"";
"429";"РАЛЛИ";"8cd9462c-0c4c-4790-b3d6-8f1a642a7f1f";"1060227969";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0154-77";"аттракцион зарегистрирован";"парк";"";"";
"430";"КАРУСЕЛЬ СВАДЕБНАЯ С ЛОШАДКАМИ";"7c4e7a01-bd49-4c75-9dda-a723a919de53";"1060227970";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0155-77";"аттракцион зарегистрирован";"парк";"";"";
"431";"КОЛЕСО ОБОЗРЕНИЯ";"1eeb9ce1-3c34-4ca7-b6c9-18805a37636e";"1060227971";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0156-77";"аттракцион зарегистрирован";"парк";"";"";
"432";"КАРУСЕЛЬ";"0cd6dddc-e50a-4d95-bdf3-9636674dc3f2";"1060227972";"Южный административный округ";"район Бирюлёво Восточное";"УСАДЬБА «ЦАРИЦЫНО»";"0157-77";"аттракцион зарегистрирован";"парк";"";"";
"433";"КОСМИЧЕСКАЯ БАШНЯ";"816e3751-3ae0-4976-9e9f-73c962fb3905";"1060227973";"Южный административный округ";"район Бирюлёво Восточное";"УСАДЬБА «ЦАРИЦЫНО»";"0158-77";"аттракцион зарегистрирован";"парк";"";"";
"434";"МИНИ - ДЖЕТ";"3be573eb-4da5-4d3b-8292-7ad883eca2d0";"1060227974";"Южный административный округ";"район Бирюлёво Восточное";"УСАДЬБА «ЦАРИЦЫНО»";"0159-77";"аттракцион зарегистрирован";"парк";"";"";
"435";"ВИРТУАЛЬНЫЙ СИМУЛЯТОР F-3";"0ac7b67c-ef4c-48a1-a8fd-a964d9c31f28";"1060227975";"Южный административный округ";"район Бирюлёво Восточное";"УСАДЬБА «ЦАРИЦЫНО»";"0160-77";"аттракцион зарегистрирован";"парк";"";"";
"436";"ВЕРТОЛЕТЫ";"494c3fb4-d28e-48e7-9e40-48fd4c35228f";"1060227976";"Северо-Восточный административный округ";"Лосиноостровский район";"ПАРК КУЛЬТУРЫ И ОТДЫХА «БАБУШКИНСКИЙ»";"0161-77";"аттракцион зарегистрирован";"парк";"";"";
"437";"КОЛЕСО ОБОЗРЕНИЯ";"cb2b4827-2035-4e8b-940e-4ada44e417b2";"1060227977";"Северо-Восточный административный округ";"Лосиноостровский район";"ПАРК КУЛЬТУРЫ И ОТДЫХА «БАБУШКИНСКИЙ»";"0162-77";"аттракцион зарегистрирован";"парк";"";"";
"438";"КАРУСЕЛЬ САМОЛЕТЫ";"749f2fa3-3ebb-4586-b71a-d8ef6d930904";"1060227978";"Северо-Восточный административный округ";"Лосиноостровский район";"ПАРК КУЛЬТУРЫ И ОТДЫХА «БАБУШКИНСКИЙ»";"0163-77";"аттракцион зарегистрирован";"парк";"";"";
"439";"ДРАКОНЫ";"5c3adbca-f41c-433c-9587-7f5eb4c23070";"1060227979";"Северо-Восточный административный округ";"Лосиноостровский район";"ПАРК КУЛЬТУРЫ И ОТДЫХА «БАБУШКИНСКИЙ»";"0164-77";"аттракцион зарегистрирован";"парк";"";"";
"440";"КОРАБЛЬ";"52c63989-4591-4ec5-8900-3605ea9ccfe1";"1060227980";"Северо-Восточный административный округ";"Лосиноостровский район";"ПАРК КУЛЬТУРЫ И ОТДЫХА «БАБУШКИНСКИЙ»";"0165-77";"аттракцион зарегистрирован";"парк";"";"";
"441";"АВТОДРОМ";"6aaf92d6-b844-4afc-9628-dc3fce388580";"1060227981";"Северо-Восточный административный округ";"Лосиноостровский район";"ПАРК КУЛЬТУРЫ И ОТДЫХА «БАБУШКИНСКИЙ»";"0166-77";"аттракцион зарегистрирован";"парк";"";"";
"447";"5D КИНОТЕАТР";"6d3b10a3-edd4-4f95-b259-7754c664226c";"1060227985";"Западный административный округ";"район Филёвский Парк";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ФИЛИ»";"0172-77";"аттракцион зарегистрирован";"парк";"";"";
"453";"ПОЕЗД ДЛЯ ТУРИСТИЧЕСКИХ ПОЕЗДОК";"a2a06fe4-4b5d-4cf1-84e5-1c678b39263f";"1060262913";"Северо-Восточный административный округ";"Останкинский район";"«ВДНХ»";"0178-77";"аттракцион зарегистрирован";"парк";"";"";
"454";"ПОЕЗД ДЛЯ ТУРИСТИЧЕСКИХ ПОЕЗДОК";"5d9757e8-a92c-4c5a-a7ff-0140d512dcf8";"1060278207";"Северо-Восточный административный округ";"Останкинский район";"«ВДНХ»";"0179-77";"аттракцион зарегистрирован";"парк";"";"";
"2638";"БАТУТНЫЙ КОМПЛЕКС «САВАННА ГБ ЖИРАФ-4-3»";"9c131d6b-f49a-4abe-92df-b5a16881ba06";"2373305394";"Северный административный округ";"Дмитровский район";"ПАРК ПО АНГАРСКОЙ УЛИЦЕ";"2403-77";"аттракцион зарегистрирован";"парк";"";"";
"2339";"ЛЕТАЮЩАЯ ТАРЕЛКА";"85be3412-d6df-4797-8c3f-1bd60d4dfbf9";"2386886162";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0213-77";"аттракцион зарегистрирован";"парк";"";"";
"2340";"МАЛАЯ ЦЕПОЧНАЯ КАРУСЕЛЬ";"56d392e9-a0cc-4c15-a067-2f328bf48563";"2386886167";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0214-77";"аттракцион зарегистрирован";"парк";"";"";
"2341";"MINI JET-4";"84c7a334-c7bc-4f35-9c3b-1ee3f64a4246";"2386886173";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0215-77";"аттракцион зарегистрирован";"парк";"";"";
"2342";"ПАДАЮЩАЯ ЗВЕЗДА";"c10f6880-a8ef-4595-9c62-d8eedb2a70b5";"2386886178";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0216-77";"аттракцион зарегистрирован";"парк";"";"";
"2343";"ВЕСЕЛЫЕ ГОРКИ";"55c4cce6-b4b0-4571-a13d-09560c094573";"2386886183";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0217-77";"аттракцион зарегистрирован";"парк";"";"";
"2344";"КАРУСЕЛЬ ВАЛЬС";"253552bc-f83e-40a8-b3ac-3c0dafd684ac";"2386886189";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0218-77";"аттракцион зарегистрирован";"парк";"";"";
"2345";"ВИХРЬ";"43b8eded-2f4c-49f4-bbdc-de8f287fbc62";"2386886194";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0219-77";"аттракцион зарегистрирован";"парк";"";"";
"2349";"ЦЕПОЧНАЯ КАРУСЕЛЬ";"3b6501d3-15d3-4da1-93ea-45efbab72638";"2386886197";"Центральный административный округ";"район Якиманка";"ЦЕНТРАЛЬНЫЙ ПАРК КУЛЬТУРЫ И ОТДЫХА ИМЕНИ М. ГОРЬКОГО";"0223-77";"аттракцион зарегистрирован";"парк";"";"";
"2355";"MAGIC BIKES 8";"eaf673ee-96e7-4b7c-a5e5-30f683244a8b";"2386886202";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0230-77";"аттракцион зарегистрирован";"парк";"";"";
"2356";"КОРСАР";"9107dc7b-8bb6-4ec0-ae9f-92fcd116ccf3";"2386886205";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0231-77";"аттракцион зарегистрирован";"парк";"";"";
"2358";"AIR RACE";"ee6ecdb3-f939-4171-911d-69e2497a960e";"2386886208";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0232-77";"аттракцион зарегистрирован";"парк";"";"";
"2359";"JUMPING TOWER 16";"1878c72e-934f-449b-99be-fa27741afb2c";"2386886211";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0233-77";"аттракцион зарегистрирован";"парк";"";"";
"2360";"HAPPY SWING";"bf276083-f678-4930-854e-38a2ae00b65c";"2386886213";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0234-77";"аттракцион зарегистрирован";"парк";"";"";
"2361";"JUMP AROUND";"1ab0aac1-0d2f-4eb2-90db-c311d17b67e1";"2386886217";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0235-77";"аттракцион зарегистрирован";"парк";"";"";
"2362";"КОРСАР";"7a116a4a-881a-4a44-9381-c7bb0b934e13";"2386886221";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"0236-77";"аттракцион зарегистрирован";"парк";"";"";
"2363";"RIO GRANDE";"ed0912b8-915b-40e2-b620-220de99871a2";"2386886226";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0237-77";"аттракцион зарегистрирован";"парк";"";"";
"2365";"MIDI FAMILY SWINGER";"26969558-0434-47a7-b49f-c395c8d99d53";"2386886230";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0238-77";"аттракцион зарегистрирован";"парк";"";"";
"2366";"RED BARON INTERACTIVE";"23a95f5d-2eaa-47d3-ba09-70e8d1d55e09";"2386886233";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0239-77";"аттракцион зарегистрирован";"парк";"";"";
"2367";"MINI TYPHOON 360";"2f567d5c-13d7-44be-931c-d7397199030c";"2386886237";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0240-77";"аттракцион зарегистрирован";"парк";"";"";
"2370";"АВТОДРОМ";"6ea42740-af0b-4e37-bed3-15dee31d4487";"2386886239";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0244-77";"аттракцион зарегистрирован";"парк";"";"";
"2371";"JUNGLE CAROUSEL";"45dc5f96-65d9-426a-bd39-e80914ce3705";"2386886243";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0245-77";"аттракцион зарегистрирован";"парк";"";"";
"2372";"FLYING TIGERS";"2a89781f-dcee-426c-b1b1-6b156d2a6ab9";"2386886246";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"0246-77";"аттракцион зарегистрирован";"парк";"";"";
"2396";"КОМБИНИРОВАННАЯ ЗИМНЯЯ ГОРКА";"80c3d8af-3fc8-4f75-a8f6-5c4e65a24b9d";"2386886254";"Северо-Западный административный округ";"район Строгино";"АНО ЦРФК «ТЕРРИТОРИЯ СПОРТА»";"0270-77";"аттракцион зарегистрирован";"парк";"";"";
"2400";"FAMILY SWINGER";"c7a50b65-6c5f-460c-9e90-8c5d49ded188";"2386886257";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"0273-77";"аттракцион зарегистрирован";"парк";"";"";
"2401";"АВТОДРОМ";"4e99bedb-7473-4b8c-ac72-6fa01bd80159";"2386975225";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"0274-77";"аттракцион зарегистрирован";"парк";"";"";
"2403";"БЕЗФУНДАМЕНТНОЕ КОЛЕСО ОБОЗРЕНИЯ ВЫСОТОЙ 35 МЕТРОВ";"5d4c3ab6-3a7d-457c-b21d-0e109ea6856b";"2386975226";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"0276-77";"аттракцион зарегистрирован";"парк";"";"";
"2404";"MINI JET 6 «APACHE» ПАРКОВАЯ МОДЕЛЬ";"75e81aeb-3135-4dbe-8a46-422e013f4249";"2386975227";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"0277-77";"аттракцион зарегистрирован";"парк";"";"";
